88525140,Rua Anísio Teixeira,São Miguel,4940,24
88525150,Rua Roquete Pinto,São Miguel,4940,24
88525160,Rua Saint-Hilaire,São Miguel,4940,24
88525170,Rua João Maria de Jesus,São Miguel,4940,24
88525180,Rua Roberto Carbonera,São Miguel,4940,24
88525190,Rua Osni Duarte,São Miguel,4940,24
88525200,Rua João Gutemberg,São Miguel,4940,24
88525210,Rua Rodolfo Reis Figueira,São Miguel,4940,24
88525220,Rua Frei Caneca,São Miguel,4940,24
88525230,Rua Ernesto Martins Jake,São Miguel,4940,24
88525240,Rua Antônio Elias Aze,São Miguel,4940,24
88525250,Rua Indalício Batista Gomes,São Miguel,4940,24
88525260,Rua Francisco Soares de Anhaia,São Miguel,4940,24
88525265,Rua Avelino Zanoello,São Miguel,4940,24
88525270,Rua Moisés Batista Oliveira,São Miguel,4940,24
88525300,Avenida Victor Alves de Brito,São Miguel,4940,24
88525400,Rua Manoel Oliveira,Penha,4940,24
88525420,Rua Valdevino Correia Matos,Penha,4940,24
88525430,Rua Jonas Rodrigues,Penha,4940,24
88525432,Rua Esmenia Machado de Melo,Penha,4940,24
88525435,Rua Alcidia Schlichting Vieira,Penha,4940,24
88525450,Rua Maria Machado Ferreira,Penha,4940,24
88525460,Rua Celso Pereira Alves,Penha,4940,24
88525500,Rua Vital Brasil,Penha,4940,24
88525510,Rua Vitor Meireles,Penha,4940,24
88525515,Rua Aliatar de Vargas Vieira,Penha,4940,24
88525530,Rua Almirante Barroso,Penha,4940,24
88525540,Rua Olavo Bilac,Penha,4940,24
88525550,Rua Elizandre Machado de Melo,Penha,4940,24
88525560,Rua Hosanah Costa Neves,Penha,4940,24
88525570,Rua Nossa Senhora Penha,Penha,4940,24
88525580,Rua Borges de Medeiros,Penha,4940,24
88525590,Rua José Edésio de Araújo,Penha,4940,24
88525600,Rua Rubens de Arruda Ramos,Penha,4940,24
88525605,Rua Valdevino Antunes de Lima,Penha,4940,24
88525610,Rua Ulderico Canali,Penha,4940,24
88525650,Rua Aparícimo José de Quadra,Penha,4940,24
88525660,Rua João Paulo I,Penha,4940,24
88525670,Rua Evilásio Ribeiro Koeche,Penha,4940,24
88525680,Rua Allan Kardec,Penha,4940,24
88525690,Rua Evaldo Andrade Machado,Penha,4940,24
88525700,Rua do Lírio,Penha,4940,24
88525710,Rua João Maria de Souza,Penha,4940,24
88525711,Rua Giuliano Schoenardie Matos,Penha,4940,24
88525712,Rua Orestes Poletto,Penha,4940,24
88525713,Rua Dalila Canani Delfes,Penha,4940,24
88525715,Rua Adolfo Rodrigues,Penha,4940,24
88525720,Rua das Azaléias,Penha,4940,24
88525730,Rua Sempre-Viva,Penha,4940,24
88525740,Rua da Roseira,Penha,4940,24
88525742,Rua Dom Antídio José Vargas,Penha,4940,24
88525760,Rua Emília Stefen Lehnkuhl,Penha,4940,24
88525780,Rua Genuíno Machado de Mello,Penha,4940,24
88525790,Rua Donato Caetano Machado,Penha,4940,24
88525800,Rua Tomás de Aquino Machado,Penha,4940,24
88525810,Rua Manoel Antunes de Mello,Penha,4940,24
88526005,Servidão Vilmar Francisco Pessoa,Popular,4940,24
88526070,"Avenida Primeiro de Maio, de 1107/1108 a 1699/1700",Popular,4940,24
88526075,Avenida Marechal Castelo Branco,Popular,4940,24
88526080,Rua João Lemos Cavalheiro,Popular,4940,24
88526086,Rua Adolfo Furtado da Silva,Popular,4940,24
88526088,Rua Waldo Costa,Popular,4940,24
88526090,Rua Mauro Rodolfo,Popular,4940,24
88526091,Rua Luiz Gonçalves de Oliveira,Popular,4940,24
88526092,Rua Claudino Benvenuto Formolo,Popular,4940,24
88526093,Rua Sebastião Ataíde,Popular,4940,24
88526095,"Rua Marechal Arthur da Costa e Silva, de 1412/1413 ao fim",Popular,4940,24
88526100,Rua Lauro Liz Costa,Popular,4940,24
88526110,Rua Frei Bernardino,Popular,4940,24
88526120,Rua José Elói da Silva,Popular,4940,24
88526130,Rua Cândido Mendes Ouriques,Popular,4940,24
88526140,Rua Juventino da Silva Nunes,Popular,4940,24
88526150,Rua Café Filho,Popular,4940,24
88526153,Rua Gilcionir Zappelini Branco,Popular,4940,24
88526160,Rua José dos Passos Varela,Popular,4940,24
88526163,Rua Douglas Zapelini,Popular,4940,24
88526170,Rua Pedro Lessa,Várzea,4940,24
88526180,Rua Francisco Santiago Dantas,Várzea,4940,24
88526190,Rua Flávio Schenkel,Várzea,4940,24
88526200,Rua Nelson de Castro Brascher,Várzea,4940,24
88526210,"Rua Pompeu Sabatini, de 183/184 ao fim",Várzea,4940,24
88526220,Rua Ylton Machado,Várzea,4940,24
88526225,Rua João Francisco de Jesus,Várzea,4940,24
88526230,Rua Laura Maria Ribeiro,Várzea,4940,24
88526240,Rua Francisco Felício de Miranda,Várzea,4940,24
88526250,"Rua Marechal Olímpio da Cunha, de 426/427 ao fim",Várzea,4940,24
88526253,Rua Genovêncio Alves do Amaral,Várzea,4940,24
88526260,Rua João Pedro da Rosa,Várzea,4940,24
88526263,Rua Alberto Elias Schneider,Várzea,4940,24
88526265,Rua Emílio Guedes da Silva,Várzea,4940,24
88526300,Rua Brigadeiro Manoel Rodrigues,Várzea,4940,24
88526308,"Avenida Antônio Ribeiro dos Santos, de 527 ao fim - lado ímpar",Várzea,4940,24
88526310,Rua Raul Pompéia,Várzea,4940,24
88526320,Rua Vinoco Camargo,Várzea,4940,24
88526325,"Avenida Primeiro de Maio, de 1701/1702 ao fim",Várzea,4940,24
88526340,Rua Rafael Tobias de Aguiar,Várzea,4940,24
88526360,Rua Farias de Brito,Várzea,4940,24
88526380,Rua Inácio de Alvarenga Peixoto,Várzea,4940,24
88526385,Rua Leonço Palhano Branco,Várzea,4940,24
88526400,Rua Saldanha da Gama,Várzea,4940,24
88526440,Rua Gomes Carneiro,Ferrovia,4940,24
88526450,Rua Érico Veríssimo,Ferrovia,4940,24
88526460,Rua Ozório do Valle,Ferrovia,4940,24
88526600,Avenida Marechal Castelo Branco,Ferrovia,4940,24
88526605,Rua Mario José Cortina,Ferrovia,4940,24
88526650,Rua José Gayoso Neves,Ferrovia,4940,24
88531000,Santa Terezinha do Salto (Lages),,8325,24
88533000,Índios (Lages),,4153,24
88535000,Correia Pinto,,2703,24
88535970,"AC Correia Pinto, Rua Getúlio Vargas 292",Centro,2703,24
88538000,Bocaína do Sul,,1270,24
88538970,"AC Bocaina do Sul, Avenida Henrique Assink 141",Centro,1270,24
88540000,Otacílio Costa,,6394,24
88540970,"AC Otacílio Costa, Avenida Olinkraft 2575",Pinheiros,6394,24
88543000,Painel,,6468,24
88543971,"AC Painel, Rua Ramiro Gomes 55",Centro,6468,24
88545000,Palmeira,,6512,24
88545971,"AC Palmeira, Avenida Roberto Henckemaier 03",Centro,6512,24
88548000,Capão Alto,,1983,24
88548970,"AGC Capão Alto, Rua João Vieira Oliveira 508",Centro,1983,24
88548971,"AC Capão Alto, Rua Euclides Vargas 149",Centro,1983,24
88550000,Ponte Alta,,7228,24
88550970,"AC Ponte Alta, Rua Valdir Ortigari 190",Centro,7228,24
88570000,São José do Cerrito,,8798,24
88570970,"AC São José do Cerrito, Rua Anacleto da Silva Ortiz 184",Centro,8798,24
88580000,Campo Belo do Sul,,1830,24
88580970,"AC Campo Belo do Sul, Rua Quinze de Novembro 122",Centro,1830,24
88585000,Cerro Negro,,2352,24
88585971,"AC Cerro Negro, Rua Orides Delfis Furtado s/n",Centro,2352,24
88590000,Anita Garibaldi,,435,24
88590970,"AC Anita Garibaldi, Rua Otácilio Granzotto 41",Centro,435,24
88595000,Lagoa da Estiva (Anita Garibaldi),,4956,24
88595970,"AGC Lagoa da Estiva, Praça Paulino Granzotto 20",Centro,4956,24
88598000,Celso Ramos,,2308,24
88598970,"AC Celso Ramos, Rua Dom Daniel Hostin 960",Centro,2308,24
88600000,São Joaquim,,8719,24
88600970,"AC São Joaquim, Rua Marcos Batista 520",Centro,8719,24
88610000,São Sebastião do Arvoredo (São Joaquim),,9076,24
88615000,Pericó (São Joaquim),,6905,24
88620000,Santa Izabel (São Joaquim),,8119,24
88625000,Urupema,,10022,24
88625970,"AC Urupema, Rua Arthur Pagani 40",Centro,10022,24
88640000,Bom Jardim da Serra,,1298,24
88640970,"AC Bom Jardim da Serra, Rua Manoel Cecilio Ribeiro 30",Centro,1298,24
88650000,Urubici,,10005,24
88650970,"AC Urubici, Praça Irmã Policarpa 48",Centro,10005,24
88655000,Águas Brancas (Urubici),,116,24
88655970,"AGC Águas Brancas, Rodovia SC-430 km 21",Distrito de Águas Brancas,116,24
88658000,Rio Rufino,,7821,24
88658971,"AC Rio Rufino, Rua José Ozelame 172",Centro,7821,24
88680000,Bom Retiro,,1343,24
88680970,"AC Bom Retiro, Rua Major Generoso 182",Centro,1343,24
88680990,"São José, Avenida Major Generoso, 1111",,1343,24
88688000,Canoas (Bom Retiro),,1960,24
88701000,"Avenida Marcolino Martins Cabral, até 477/478",Centro,9867,24
88701001,"Avenida Marcolino Martins Cabral, de 0479/480 a 1015/1016",Centro,9867,24
88701002,Travessa Pedro Simon,Centro,9867,24
88701010,"Avenida Marechal Deodoro, até 1088/1089",Centro,9867,24
88701014,Rua Pedro Nicoladele,Centro,9867,24
88701015,Rua João Júlio Cachoeira,Centro,9867,24
88701020,"Rua São Geraldo, até 490/491",Oficinas,9867,24
88701021,"Rua São Geraldo, de 492/493 ao fim",Oficinas,9867,24
88701025,Rua João Piava,Oficinas,9867,24
88701030,Rua Vereador José Antônio Amorim,Centro,9867,24
88701033,"Rua Germano Siebert, até 140/141",Centro,9867,24
88701040,"Rua Augusto Severo, até 317/318",Centro,9867,24
88701045,Rua João Ferreira de Souza,Centro,9867,24
88701050,"Rua Coronel Cabral, até 510/511",Centro,9867,24
88701051,"Rua Coronel Cabral, de 512/513 ao fim",Centro,9867,24
88701060,Rua Osvaldo Cruz,Centro,9867,24
88701070,Travessa Antônio Magalhães de Castro,Centro,9867,24
88701080,"Rua Ferreira Lima, até 192/193",Centro,9867,24
88701090,Rua Vinte e Sete de Maio,Centro,9867,24
88701100,"Rua Lauro Muller, até 883 - lado direito",Centro,9867,24
88701105,"Avenida Marcolino Martins Cabral, de 1017/1018 a 1453/1454",Centro,9867,24
88701110,Rua Coronel Colaço,Centro,9867,24
88701120,Rua São Manoel,Centro,9867,24
88701130,Rua Esteves Júnior,Centro,9867,24
88701140,Rua Padre Bernardo Freuser,Centro,9867,24
88701150,Rua Tubalcaim Faraco,Centro,9867,24
88701158,"Avenida Rosário, até 141/142",Centro,9867,24
88701160,"Rua Vidal Ramos, de 216/217 a 583/584",Centro,9867,24
88701161,"Rua Vidal Ramos, até 214/215",Centro,9867,24
88701170,"Avenida Rodovalho, até 449/450",Centro,9867,24
88701180,"Rua Felipe Schmidt, até 295/296",Centro,9867,24
88701190,Travessa Ary Freitas,Centro,9867,24
88701200,"Rua Nossa Senhora da Piedade, até 459/460",Centro,9867,24
88701201,"Rua Nossa Senhora da Piedade, de 461/462 ao fim",Centro,9867,24
88701210,Rua Quinze de Novembro,Centro,9867,24
88701220,Rua Senador Richard,Centro,9867,24
88701230,Rua Coronel Teixeira,Centro,9867,24
88701240,Rua Tomaz João da Silva,Centro,9867,24
88701250,Rua Salvato José Elias,Centro,9867,24
88701260,Rua São José,Centro,9867,24
88701270,Rua Anita Garibaldi,Centro,9867,24
88701280,Rua Isaac Newton,Centro,9867,24
88701285,Rua Pequeno Príncipe,Centro,9867,24
88701300,"Rua Altamiro Guimarães, até 559/560",Centro,9867,24
88701301,"Rua Altamiro Guimarães, de 561 a 925 - lado ímpar",Centro,9867,24
88701302,"Rua Altamiro Guimarães, de 562 a 924 - lado par",Centro,9867,24
88701305,"Rua Ferreira Lima, de 223/224 a 781/782",Centro,9867,24
88701308,Rua Edino Darela,Centro,9867,24
88701310,"Rua Vereador Adolfo Machado, até 479/480",Centro,9867,24
88701312,Travessa Almiro de Carvalho,Centro,9867,24
88701315,Rua Benjamin Patrício Corrêa,Santo Antônio de Pádua,9867,24
88701320,Rua Maria Fortunato,Santo Antônio de Pádua,9867,24
88701330,"Rua Luiz Martins Collaço, até 535/536",Centro,9867,24
88701340,"Rua Antônio Delpizzo Júnior, de 0801/802 a 1666/1667",Centro,9867,24
88701341,"Rua Antônio Delpizzo Júnior, de 1668/1669 a 1699/1700",Centro,9867,24
88701350,"Rua Manoel Antunes Corrêa, de 0763/764 a 1018/1019",Centro,9867,24
88701352,Rua João Juliano Miguel,Centro,9867,24
88701360,"Rua Engenheiro Annes Gualberto, de 0801/802 a 1386/1387",Centro,9867,24
88701370,"Rua Santos Dumont, até 338 - lado par",Centro,9867,24
88701375,"Rua Augusto Severo, de 394/395 a 845/846",Centro,9867,24
88701400,"Rua Prudente de Morais, até 869/870",Centro,9867,24
88701401,"Rua Prudente de Morais, de 871/872 ao fim",Santo Antônio de Pádua,9867,24
88701410,"Rua Conselheiro Mafra, até 419/420",Centro,9867,24
88701412,"Rua Antônio Delpizzo Júnior, de 2874/2875 a 2899/2900",Centro,9867,24
88701415,"Rua Antônio Delpizzo Júnior, de 2900/2901 ao fim",Centro,9867,24
88701420,"Rua Recife, até 589/590",Centro,9867,24
88701425,Rua Juci Cidade,Recife,9867,24
88701430,"Rua Raul Claudino Soares, até 440/441",Recife,9867,24
88701432,Travessa João Pedro Gonçalves,Recife,9867,24
88701434,Travessa Custódio Manoel Salvador,Recife,9867,24
88701435,"Rua Felipe Schmidt, de 297/298 a 353/354",Centro,9867,24
88701440,"Rua Bernardino Antunes Teixeira, até 233/234",Centro,9867,24
88701450,"Rua Fridolino Althoff, até 303/304",Centro,9867,24
88701470,Rua Aldo Hulse,Passo do Gado,9867,24
88701480,"Avenida Pedro Zapelini, de 902 a 1118 - lado par",Centro,9867,24
88701485,Rua Carlos João Gonçalves,Centro,9867,24
88701490,"Rua Maranhão, até 753/754",Santo Antônio de Pádua,9867,24
88701491,"Rua Maranhão, de 755/756 a 1262/1263",Santo Antônio de Pádua,9867,24
88701495,"Rua José Ferreira, de 719/720 ao fim",Santo Antônio de Pádua,9867,24
88701500,"Rua Paulo Luís Gomes, até 1271/1272",Santo Antônio de Pádua,9867,24
88701501,"Avenida Pedro Zapelini, de 903 a 1605 - lado ímpar",Santo Antônio de Pádua,9867,24
88701509,Rua José Paulo de Borba,Santo Antônio de Pádua,9867,24
88701510,"Rua Júlio Boppré, até 849/850",Recife,9867,24
88701511,"Rua Júlio Boppré, de 851/852 a 1260/1261",Santo Antônio de Pádua,9867,24
88701513,"Rua Fridolino Althoff, de 305/306 ao fim",Santo Antônio de Pádua,9867,24
88701514,Rua Alvaci Domingos,Santo Antônio de Pádua,9867,24
88701517,"Rua Bernardino Antunes Teixeira, de 280/281 ao fim",Santo Antônio de Pádua,9867,24
88701519,"Rua Vereador Adolfo Machado, de 539/540 ao fim",Santo Antônio de Pádua,9867,24
88701520,"Rua Minas Gerais, até 1489/1490",Santo Antônio de Pádua,9867,24
88701521,"Rua Ferreira Lima, de 868/869 ao fim",Santo Antônio de Pádua,9867,24
88701523,"Rua Luiz Martins Collaço, de 537/538 ao fim",Santo Antônio de Pádua,9867,24
88701530,"Rua Engenheiro Aníbal Torres Costa, de 418/419 a 842/843",Santo Antônio de Pádua,9867,24
88701535,Rua Alvorada,Santo Antônio de Pádua,9867,24
88701545,Rua Zelindra Nunes Martins,Santo Antônio de Pádua,9867,24
88701550,Rua Edgar Caporal,Santo Antônio de Pádua,9867,24
88701555,Rua Regina Thizon Ceolin,Santo Antônio de Pádua,9867,24
88701560,"Rua José Nicolau de Carvalho, até 711/712",Santo Antônio de Pádua,9867,24
88701565,Rua Gerônimo Meneghel,Santo Antônio de Pádua,9867,24
88701571,Rua Ricardo José Nunes,Santo Antônio de Pádua,9867,24
88701580,Rua Idio José da Silva,Santo Antônio de Pádua,9867,24
88701601,"Rua Rui Barbosa, de 610/611 a 1403/1404",Santo Antônio de Pádua,9867,24
88701602,"Rua Rui Barbosa, de 1405/1406 ao fim",Congonhas,9867,24
88701610,"Rua Santos Dumont, até 339 - lado ímpar",Centro,9867,24
88701611,"Rua Santos Dumont, de 340/341 a 1328/1329",Santo Antônio de Pádua,9867,24
88701612,"Rua Santos Dumont, de 1330/1331 ao fim",Santo Antônio de Pádua,9867,24
88701615,"Rua Augusto Severo, de 1079/1080 ao fim",Santo Antônio de Pádua,9867,24
88701616,Rua Geny Silvano Pavanatti,Santo Antônio de Pádua,9867,24
88701620,"Rua José Ferreira, até 156/157",Centro,9867,24
88701621,"Rua José Ferreira, de 158/159 a 717/718",Centro,9867,24
88701624,Rua Maria Cândida Matias Sebastião,Centro,9867,24
88701625,Rua Altair José Procênia,Santo Antônio de Pádua,9867,24
88701630,Rua Egídio Rigoni,Centro,9867,24
88701640,"Rua Germano Siebert, de 142/143 a 662/663",Centro,9867,24
88701641,"Rua Germano Siebert, de 664/665 ao fim",Santo Antônio de Pádua,9867,24
88701643,"Rua José Genovez, de 451/452 ao fim",Santo Antônio de Pádua,9867,24
88701645,Travessa João Bressan,Santo Antônio de Pádua,9867,24
88701650,"Rua José Genovez, até 449/450",Centro,9867,24
88701657,Rua Henrique Meneghel,Santo Antônio de Pádua,9867,24
88701710,"Rua Manoel Antunes Corrêa, de 1020/1021 a 1752/1753",Centro,9867,24
88701720,"Rua Engenheiro Annes Gualberto, de 1495/1496 a 1997/1998",Centro,9867,24
88701730,"Avenida Pedro Zapelini, de 1607 a 2143 - lado ímpar",Santo Antônio de Pádua,9867,24
88701734,Rua Zulma Espíndola Machado,Santo Antônio de Pádua,9867,24
88701740,"Rua Maranhão, de 1264/1265 a 1444/1445",Centro,9867,24
88701750,"Rua Paulo Luís Gomes, de 1273/1274 a 1964/1965",Santo Antônio de Pádua,9867,24
88701760,"Rua Júlio Boppré, de 1262/1263 a 2188/2189",Santo Antônio de Pádua,9867,24
88701765,Rua Lavínia de Oliveira Silva,Santo Antônio de Pádua,9867,24
88701770,"Rua Minas Gerais, de 1491/1492 a 1749/1750",Centro,9867,24
88701780,"Rua José Nicolau de Carvalho, de 0713/714 a 1499/1500",Santo Antônio de Pádua,9867,24
88701781,Rua Terezinha Lúcia dos Santos,Santo Antônio de Pádua,9867,24
88701785,"Rua José Nicolau de Carvalho, de 1701/1702 ao fim",Santo Antônio de Pádua,9867,24
88701800,Rua Manoel Estevão Fernandes,Congonhas,9867,24
88701803,Rua Esmeraldino Pedro Domingos,Congonhas,9867,24
88701805,Rua Galdino Antônio Vieira,Congonhas,9867,24
88701810,Rua José Pacheco Guimarães Sobrinho,Congonhas,9867,24
88701815,Rua José Saturno Paes,Congonhas,9867,24
88701820,Rua Erotides Paes Pereira,Congonhas,9867,24
88701825,Praça Lúcio de Medeiros,Congonhas,9867,24
88701830,Rua Francisco Marques Fernandes,Congonhas,9867,24
88701831,Praça Osvaldo Pinto da Veiga,Congonhas,9867,24
88701835,Rua Manoel João Domingos,Congonhas,9867,24
88701840,Rua Sebastião Florentino Martins,Congonhas,9867,24
88701850,Rua Pedro João Domingos,Congonhas,9867,24
88701855,Praça Pedro Manoel Eugênio,Congonhas,9867,24
88701860,Rua João José Domingos,Congonhas,9867,24
88701870,Rua João Fernandes,Congonhas,9867,24
88701880,Rua Nossa Senhora Aparecida,Congonhas,9867,24
88701900,"Rede Ferroviária Federal S/A, Rua Rui Barbosa, 39",Centro,9867,24
88701901,"Edifício EJB, Avenida Marcolino Martins Cabral, 926",Centro,9867,24
88701902,"INSS - Instituto Nacional do Seguro Social, Rua São Manoel, 40",Centro,9867,24
88701903,"REVEN SC-02 Litoral Sul Catarinense, Rua Coronel Cabral, 110",Centro,9867,24
88701904,"CAE 02 - Coordenadoria de Atividades Externas 02, Rua Coronel Cabral, 110",Centro,9867,24
88701905,"CAT 02 - Coordenadoria de Atendimento 02, Rua Coronel Cabral, 110",Centro,9867,24
88701970,"AC Tubarão, Rua Coronel Cabral, 110",Centro,9867,24
88701972,"AGF Bairro Oficinas, Rua Altamiro Guimarães, 835 Loja 03",Oficinas,9867,24
88701974,"AGF Praça Shopping, Avenida Marcolino Martins Cabral, 1305 Loja 110",Centro,9867,24
88702000,"Avenida Marechal Deodoro, de 1090/1091 ao fim",Oficinas,9867,24
88702010,"Rua Teresa Cristina, até 199/200",Oficinas,9867,24
88702011,"Rua Teresa Cristina, de 201/202 ao fim",Oficinas,9867,24
88702020,Rua Francisco Salgado Filho,Oficinas,9867,24
88702035,Rua Hercílio Nogared,Oficinas,9867,24
88702040,Rua Bruno Roussenq,Oficinas,9867,24
88702045,Rua Manoel Luzidério Alves,Oficinas,9867,24
88702050,Rua Sebastião Geremias de Souza,Oficinas,9867,24
88702060,"Rua Pedro Gomes de Carvalho, até 855/856",Oficinas,9867,24
88702070,Rua Orlandino Bernardino da Silva,Oficinas,9867,24
88702079,Rua Lourival Esmeraldino,Oficinas,9867,24
88702080,Rua Fernando E. de Medeiros,Oficinas,9867,24
88702082,Rua Venâncio Aguilera,Oficinas,9867,24
88702085,Rua Rosalino João Batista,Oficinas,9867,24
88702087,Rua Ruy Costa Cardozo,Oficinas,9867,24
88702090,Rua Pedro de Souza Lima,Oficinas,9867,24
88702095,Rua Herculano Antunes de Farias,Oficinas,9867,24
88702096,Travessa Manoel Pereira,Oficinas,9867,24
88702100,"Rua Altamiro Guimarães, de 926 a 1498 - lado par",Oficinas,9867,24
88702101,"Rua Altamiro Guimarães, de 927 a 1499 - lado ímpar",Oficinas,9867,24
88702102,"Rua Altamiro Guimarães, de 1500 a 1882 - lado par",Oficinas,9867,24
88702103,"Rua Altamiro Guimarães, de 1501 a 1881 - lado ímpar",Oficinas,9867,24
88702110,Rua dos Industriários,Oficinas,9867,24
88702120,Travessa dos Comerciários,Oficinas,9867,24
88702130,Rua Francisco da Silva Monteiro,Oficinas,9867,24
88702135,Rua Amadio Vettoretti,Oficinas,9867,24
88702140,Travessa Lino Pessoa,Oficinas,9867,24
88702145,Travessa Pedro José Luciano,Oficinas,9867,24
88702150,Rua Benjamin Marcondes,Oficinas,9867,24
88702160,Travessa dos Bancários,Oficinas,9867,24
88702170,Rua Anacleto Carlos Alves,Oficinas,9867,24
88702180,"Rua Altamiro Guimarães, de 1883/1884 ao fim",Oficinas,9867,24
88702190,Rua Carlos Vicente Bressan,Oficinas,9867,24
88702199,"Rua Antônio Borges, até 1349/1350",Oficinas,9867,24
88702200,"Rua Princesa Izabel, até 379/380",Oficinas,9867,24
88702210,"Rua Laguna, até 404/405",Oficinas,9867,24
88702215,Rua Antônio Manoel Constantino,Oficinas,9867,24
88702220,"Rua Galdino José de Bessa, até 935/936",Oficinas,9867,24
88702230,"Rua dos Ferroviários, até 439/440",Oficinas,9867,24
88702238,"Rua Bernardino Silva, de 221/222 ao fim",Oficinas,9867,24
88702240,Travessa Expedicionário Alcides Francisco Zaneta,Oficinas,9867,24
88702242,Rua Maria do Carmo de Meneses Souza,Oficinas,9867,24
88702243,Rua Vitorino Gomes Fernandes,Oficinas,9867,24
88702245,"Rua Expedicionário Luiz Antônio Tereza, de 546/547 ao fim",Oficinas,9867,24
88702246,"Rua Expedicionário Luiz Antônio Tereza, até 544/545",Monte Castelo,9867,24
88702247,"Rua Júlio Matias de Souza, de 281/282 ao fim",Oficinas,9867,24
88702249,"Rua Dalfredo Luiz Geremias, de 295/296 ao fim",Monte Castelo,9867,24
88702250,Rua Lodônio Fraga,Monte Castelo,9867,24
88702260,"Rua Sílvio Cargnin, até 849/850",Oficinas,9867,24
88702261,"Rua Sílvio Cargnin, de 851/852 a 1010/1011",Oficinas,9867,24
88702262,"Rua Sílvio Cargnin, de 1012/1013 ao fim",Oficinas,9867,24
88702265,"Rua Pedro Gomes de Carvalho, de 857/858 a 1388/1389",Oficinas,9867,24
88702266,"Rua Pedro Gomes de Carvalho, de 1390/1391 ao fim",Oficinas,9867,24
88702270,"Rua Antônio Delpizzo Júnior, de 2396/2397 a 2872/2873",Oficinas,9867,24
88702271,"Rua Antônio Delpizzo Júnior, de 1701/1702 a 2350/2351",Oficinas,9867,24
88702273,"Rua Antônio Delpizzo Júnior, de 2352/2353 a 2394/2395",Oficinas,9867,24
88702275,"Rua Princesa Izabel, de 381/382 ao fim",Oficinas,9867,24
88702280,"Rua Manoel Antunes Corrêa, de 1754/1755 a 2338/2339",Oficinas,9867,24
88702281,"Rua Manoel Antunes Corrêa, de 2340/2341 ao fim",Oficinas,9867,24
88702283,"Rua Laguna, de 406/407 ao fim",Oficinas,9867,24
88702285,Travessa Martin Domingos Ventura,Oficinas,9867,24
88702290,"Rua Engenheiro Annes Gualberto, de 2040/2041 a 2536/2537",Oficinas,9867,24
88702291,"Rua Engenheiro Annes Gualberto, de 2606/2607 ao fim",Oficinas,9867,24
88702292,Rua Antônio José Paes,Centro,9867,24
88702295,"Rua Galdino José de Bessa, de 989/990 ao fim",Oficinas,9867,24
88702300,"Avenida Pedro Zapelini, de 2200 ao fim - lado par",Oficinas,9867,24
88702301,"Avenida Pedro Zapelini, de 2145 ao fim - lado ímpar",Oficinas,9867,24
88702305,"Rua dos Ferroviários, de 441/442 a 859/860",Oficinas,9867,24
88702306,"Rua dos Ferroviários, de 861/862 ao fim",Oficinas,9867,24
88702308,Rua Professora Antonia Teixeira Collaço,Oficinas,9867,24
88702310,Rua Rid Schneider,Oficinas,9867,24
88702320,Rua Paulo Schneider,Oficinas,9867,24
88702330,"Rua Maranhão, de 1446/1447 ao fim",Oficinas,9867,24
88702340,Rua Manoel Emerick,Oficinas,9867,24
88702350,"Rua Paulo Luís Gomes, de 1966/1967 ao fim",Oficinas,9867,24
